,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid
3162,3162,3162,3162,Regulation of a heterodimeric kinesin-2 through an unprocessive motor domain that is turned processive by its partner,Melanie Brunnbauer; Felix Mueller-Planitz; Süleyman Kösem; Thi Hieu Ho; Renate Dombi; J. Christof M. Gebhardt; Matthias Rief; and Zeynep Ökten,Melanie Brunnbauer,June 8; 2010 ,Biophysics and Computational Biology,30.0,0,0,0,0
3163,3163,3163,3163,Stabilizing capping motif for β-hairpins and sheets,Brandon L. Kier; Irene Shu; Lisa A. Eidenschink; and Niels H. Andersen,Brandon L. Kier,June 8; 2010 ,Biophysics and Computational Biology,55.0,0,0,0,0
3164,3164,3164,3164,Exploiting the determinants of stochastic gene expression in Saccharomyces cerevisiae for genome-wide prediction of expression noise,Jingjing Li; Renqiang Min; Franco J. Vizeacoumar; Ke Jin; Xiaofeng Xin; and Zhaolei Zhang,Jingjing Li,June 8; 2010 ,Biophysics and Computational Biology,22.0,0,0,0,0
3165,3165,3165,3165,Multiscale modeling of diffusion in the early Drosophila embryo,Christine Sample and Stanislav Y. Shvartsman,Christine Sample,June 1; 2010 ,Biophysics and Computational Biology,26.0,0,0,0,0
3166,3166,3166,3166,Near-isotropic 3D optical nanoscopy with photon-limited chromophores,Jianyong Tang; Jasper Akerboom; Alipasha Vaziri; Loren L. Looger; and Charles V. Shank,Jianyong Tang,June 1; 2010 ,Biophysics and Computational Biology,46.0,0,0,0,0
3167,3167,3167,3167,Temperature dependence of protein motions in a thermophilic dihydrofolate reductase and its relationship to catalytic efficiency,Olayinka A. Oyeyemi; Kevin M. Sours; Thomas Lee; Katheryn A. Resing; Natalie G. Ahn; and Judith P. Klinman,Olayinka A. Oyeyemi,June 1; 2010 ,Biophysics and Computational Biology,26.0,0,0,0,0
3168,3168,3168,3168,The structural and energetic basis for high selectivity in a high-affinity protein-protein interaction,Nicola A. G. Meenan; Amit Sharma; Sarel J. Fleishman; Colin J. MacDonald; Bertrand Morel; Ruth Boetzel; Geoffrey R. Moore; David Baker; and Colin Kleanthous,Nicola A. G. Meenan,June 1; 2010 ,Biophysics and Computational Biology,75.0,0,0,0,0
3169,3169,3169,3169,Processivity of peptidoglycan synthesis provides a built-in mechanism for the robustness of straight-rod cell morphology,Oleksii Sliusarenko; Matthew T. Cabeen; Charles W. Wolgemuth; Christine Jacobs-Wagner; and Thierry Emonet,Oleksii Sliusarenko,June 1; 2010 ,Biophysics and Computational Biology,25.0,0,0,0,0
3170,3170,3170,3170,Biological imaging with 4D ultrafast electron microscopy,David J. Flannigan; Brett Barwick; and Ahmed H. Zewail,David J. Flannigan,June 1; 2010 ,Biophysics and Computational Biology,52.0,0,0,0,0
3171,3171,3171,3171,Independent filtering increases detection power for high-throughput experiments,Richard Bourgon; Robert Gentleman; and Wolfgang Huber,Richard Bourgon,May 25; 2010 ,Biophysics and Computational Biology,257.0,0,0,0,0
3172,3172,3172,3172,Function of human Rh based on structure of RhCG at 2.1 Å,Franz Gruswitz; Sarika Chaudhary; Joseph D. Ho; Avner Schlessinger; Bobak Pezeshki; Chi-Min Ho; Andrej Sali; Connie M. Westhoff; and Robert M. Stroud,Franz Gruswitz,May 25; 2010 ,Biophysics and Computational Biology,110.0,0,0,0,0
3173,3173,3173,3173,Structural investigation of the C-terminal catalytic fragment of presenilin 1,Solmaz Sobhanifar; Birgit Schneider; Frank Löhr; Daniel Gottstein; Teppei Ikeya; Krzysztof Mlynarczyk; Wojciech Pulawski; Umesh Ghoshdastider; Michal Kolinski; Slawomir Filipek; Peter Güntert; Frank Bernhard; and Volker Dötsch,Solmaz Sobhanifar,May 25; 2010 ,Biophysics and Computational Biology,61.0,0,0,0,0
3174,3174,3174,3174,Engineering of an alternative electron transfer path in photosystem II,Shirley Larom; Faris Salama; Gadi Schuster; and Noam Adir,Shirley Larom,May 25; 2010 ,Biophysics and Computational Biology,28.0,0,0,0,0
3175,3175,3175,3175,Simulation of cell motility that reproduces the force–velocity relationship,Christian H. Schreiber; Murray Stewart; and Thomas Duke,Christian H. Schreiber,May 18; 2010 ,Biophysics and Computational Biology,46.0,0,0,0,0
3176,3176,3176,3176,Quantitative determination of ion distributions in bacterial lipopolysaccharide membranes by grazing-incidence X-ray fluorescence,Emanuel Schneck; Thomas Schubert; Oleg V. Konovalov; Bonnie E. Quinn; Thomas Gutsmann; Klaus Brandenburg; Rafael G. Oliveira; David A. Pink; and Motomu Tanaka,Emanuel Schneck,May 18; 2010 ,Biophysics and Computational Biology,42.0,0,0,0,0
3177,3177,3177,3177,Protein dynamics investigated by inherent structure analysis,Francesco Rao and Martin Karplus,Francesco Rao,May 18; 2010 ,Biophysics and Computational Biology,42.0,0,0,0,0
3178,3178,3178,3178,Using deep sequencing to characterize the biophysical mechanism of a transcriptional regulatory sequence,Justin B. Kinney; Anand Murugan; Curtis G. Callan Jr.; and Edward C. Cox,Justin B. Kinney,May 18; 2010 ,Biophysics and Computational Biology,94.0,0,0,0,0
3179,3179,3179,3179,Direct structural insight into the substrate-shuttling mechanism of yeast fatty acid synthase by electron cryomicroscopy,Preeti Gipson; Deryck J. Mills; Remco Wouts; Martin Grininger; Janet Vonck; and Werner Kühlbrandt,Preeti Gipson,May 18; 2010 ,Biophysics and Computational Biology,24.0,0,0,0,0
3180,3180,3180,3180,Proton-transfer and hydrogen-bond interactions determine fluorescence quantum yield and photochemical efficiency of bacteriophytochrome,K. C. Toh; Emina A. Stojković; Ivo H. M. van Stokkum; Keith Moffat; and John T. M. Kennis,K. C. Toh,May 18; 2010 ,Biophysics and Computational Biology,71.0,0,0,0,0
3181,3181,3181,3181,Structure of the EF-hand domain of polycystin-2 suggests a mechanism for Ca2+-dependent regulation of polycystin-2 channel activity,Edward T. Petri; Andjelka Ćelić; Scott D. Kennedy; Barbara E. Ehrlich; Titus J. Boggon; and Michael E. Hodsdon,Edward T. Petri,May 18; 2010 ,Biophysics and Computational Biology,40.0,0,0,0,0
3182,3182,3182,3182,Actin-like cytoskeleton filaments contribute to cell mechanics in bacteria,Siyuan Wang; Hugo Arellano-Santoyo; Peter A. Combs; and Joshua W. Shaevitz,Siyuan Wang,May 18; 2010 ,Biophysics and Computational Biology,72.0,0,0,0,0
3183,3183,3183,3183,Comparing genomes to computer operating systems in terms of the topology and evolution of their regulatory control networks,Koon-Kiu Yan; Gang Fang; Nitin Bhardwaj; Roger P. Alexander; and Mark Gerstein,Koon-Kiu Yan,May 18; 2010 ,Biophysics and Computational Biology,40.0,0,0,0,0
3184,3184,3184,3184,Real-time multidimensional NMR follows RNA folding with second resolution,Mi-Kyung Lee; Maayan Gal; Lucio Frydman; and Gabriele Varani,Mi-Kyung Lee,May 18; 2010 ,Biophysics and Computational Biology,73.0,0,0,0,0
3185,3185,3185,3185,Insights into protein folding mechanisms from large scale analysis of mutational effects,Athi N. Naganathan and Victor Muñoz,Athi N. Naganathan,May 11; 2010 ,Biophysics and Computational Biology,67.0,0,0,0,0
3186,3186,3186,3186,Structural study of TcaR and its complexes with multiple antibiotics from Staphylococcus epidermidis,Yu-Ming Chang; Wen-Yih Jeng; Tzu-Ping Ko; Yao-Jen Yeh; Cammy K.-M. Chen; and Andrew H.-J. Wang,Yu-Ming Chang,May 11; 2010 ,Biophysics and Computational Biology,39.0,0,0,0,0
3187,3187,3187,3187,Global characteristics of protein sequences and their implications,S. Rackovsky,S. Rackovsky,May 11; 2010 ,Biophysics and Computational Biology,10.0,0,0,0,0
3188,3188,3188,3188,Costs and constraints from time-delayed feedback in small gene regulatory motifs,Andreas Grönlund; Per Lötstedt; and Johan Elf,Andreas Grönlund,May 4; 2010 ,Biophysics and Computational Biology,12.0,0,0,0,0
3189,3189,3189,3189,Semiautomated model building for RNA crystallography using a directed rotameric approach,Kevin S. Keating and Anna Marie Pyle,Kevin S. Keating,May 4; 2010 ,Biophysics and Computational Biology,35.0,0,0,0,0
3190,3190,3190,3190,Net charge per residue modulates conformational ensembles of intrinsically disordered proteins,Albert H. Mao; Scott L. Crick; Andreas Vitalis; Caitlin L. Chicoine; and Rohit V. Pappu,Albert H. Mao,May 4; 2010 ,Biophysics and Computational Biology,226.0,0,0,0,0
3191,3191,3191,3191,Experimental detection of knotted conformations in denatured proteins,Anna L. Mallam; Joseph M. Rogers; and Sophie E. Jackson,Anna L. Mallam,May 4; 2010 ,Biophysics and Computational Biology,64.0,0,0,0,0
3192,3192,3192,3192,Potential and flux landscapes quantify the stability and robustness of budding yeast cell cycle network,Jin Wang; Chunhe Li; and Erkang Wang,Jin Wang,May 4; 2010 ,Biophysics and Computational Biology,46.0,0,0,0,0
3193,3193,3193,3193,Phosphorylation-induced structural changes in smooth muscle myosin regulatory light chain,David Kast; L. Michel Espinoza-Fonseca; Christina Yi; and David D. Thomas,David Kast,May 4; 2010 ,Biophysics and Computational Biology,51.0,0,0,0,0
3194,3194,3194,3194,Understanding gastric forces calculated from high-resolution pill tracking,Bryan Laulicht; Anubhav Tripathi; Vincent Schlageter; Pavel Kucera; and Edith Mathiowitz,Bryan Laulicht,May 4; 2010 ,Biophysics and Computational Biology,18.0,0,0,0,0
3195,3195,3195,3195,Coupling a sensory hair-cell bundle to cyber clones enhances nonlinear amplification,Jérémie Barral; Kai Dierkes; Benjamin Lindner; Frank Jülicher; and Pascal Martin,Jérémie Barral,May 4; 2010 ,Biophysics and Computational Biology,28.0,0,0,0,0
3196,3196,3196,3196,Bovine cytochrome c oxidase structures enable O2 reduction with minimization of reactive oxygens and provide a proton-pumping gate,Kazumasa Muramoto; Kazuhiro Ohta; Kyoko Shinzawa-Itoh; Katsumasa Kanda; Maki Taniguchi; Hiroyuki Nabekura; Eiki Yamashita; Tomitake Tsukihara; and Shinya Yoshikawa,Kazumasa Muramoto,April 27; 2010 ,Biophysics and Computational Biology,75.0,0,0,0,0
3197,3197,3197,3197,Contribution of the myosin VI tail domain to processive stepping and intramolecular tension sensing,Alexander R. Dunn; Peiying Chuan; Zev Bryant; and James A. Spudich,Alexander R. Dunn,April 27; 2010 ,Biophysics and Computational Biology,29.0,0,0,0,0
3198,3198,3198,3198,Experimental snapshots of a protein-DNA binding landscape,Ignacio E. Sánchez; Diego U. Ferreiro; Mariano Dellarole; and Gonzalo de Prat-Gay,Ignacio E. Sánchez,April 27; 2010 ,Biophysics and Computational Biology,18.0,0,0,0,0
3199,3199,3199,3199,A mechanical model of actin stress fiber formation and substrate elasticity sensing in adherent cells,Sam Walcott and Sean X. Sun,Sam Walcott,April 27; 2010 ,Biophysics and Computational Biology,115.0,0,0,0,0
3200,3200,3200,3200,Probing myosin structural conformation in vivo by second-harmonic generation microscopy,V. Nucciotti; C. Stringari; L. Sacconi; F. Vanzi; L. Fusi; M. Linari; G. Piazzesi; V. Lombardi; and F. S. Pavone,V. Nucciotti,April 27; 2010 ,Biophysics and Computational Biology,73.0,0,0,0,0
3201,3201,3201,3201,Unidirectional Brownian motion observed in an in silico single molecule experiment of an actomyosin motor,Mitsunori Takano; Tomoki P. Terada; and Masaki Sasai,Mitsunori Takano,April 27; 2010 ,Biophysics and Computational Biology,33.0,0,0,0,0
3202,3202,3202,3202,Entropic mechanism of large fluctuation in allosteric transition,Kazuhito Itoh and Masaki Sasai,Kazuhito Itoh,April 27; 2010 ,Biophysics and Computational Biology,40.0,0,0,0,0
3203,3203,3203,3203,Steric confinement of proteins on lipid membranes can drive curvature and tubulation,Jeanne C. Stachowiak; Carl C. Hayden; and Darryl Y. Sasaki,Jeanne C. Stachowiak,April 27; 2010 ,Biophysics and Computational Biology,84.0,0,0,0,0
3204,3204,3204,3204,Evolution-guided discovery and recoding of allosteric pathway specificity determinants in psychoactive bioamine receptors,Gustavo J. Rodriguez; Rong Yao; Olivier Lichtarge; and Theodore G. Wensel,Gustavo J. Rodriguez,April 27; 2010 ,Biophysics and Computational Biology,56.0,0,0,0,0
3205,3205,3205,3205,Foldable structures and the natural design of pollen grains,Eleni Katifori; Silas Alben; Enrique Cerda; David R. Nelson; and Jacques Dumais,Eleni Katifori,April 27; 2010 ,Biophysics and Computational Biology,114.0,0,0,0,0
3206,3206,3206,3206,Protein structural dynamics in solution unveiled via 100-ps time-resolved x-ray scattering,Hyun Sun Cho; Naranbaatar Dashdorj; Friedrich Schotte; Timothy Graber; Robert Henning; and Philip Anfinrud,Hyun Sun Cho,April 20; 2010 ,Biophysics and Computational Biology,89.0,0,0,0,0
3207,3207,3207,3207,Metamorphic proteins mediate evolutionary transitions of structure,Itamar Yadid; Noam Kirshenbaum; Michal Sharon; Orly Dym; and Dan S. Tawfik,Itamar Yadid,April 20; 2010 ,Biophysics and Computational Biology,43.0,0,0,0,0
3208,3208,3208,3208,Structural and functional analysis of the YAP-binding domain of human TEAD2,Wei Tian; Jianzhong Yu; Diana R. Tomchick; Duojia Pan; and Xuelian Luo,Wei Tian,April 20; 2010 ,Biophysics and Computational Biology,63.0,0,0,0,0
3209,3209,3209,3209,Actin filament remodeling by actin depolymerization factor/cofilin,Jim Pfaendtner; Enrique M. De La Cruz; and Gregory A. Voth,Jim Pfaendtner,April 20; 2010 ,Biophysics and Computational Biology,51.0,0,0,0,0
3210,3210,3210,3210,Three-dimensional distribution of transient interactions in the nuclear pore complex obtained from single-molecule snapshots,Jiong Ma and Weidong Yang,Jiong Ma,April 20; 2010 ,Biophysics and Computational Biology,63.0,0,0,0,0
3211,3211,3211,3211,Dynamic sorting of lipids and proteins in membrane tubes with a moving phase boundary,Michael Heinrich; Aiwei Tian; Cinzia Esposito; and Tobias Baumgart,Michael Heinrich,April 20; 2010 ,Biophysics and Computational Biology,70.0,0,0,0,0
3212,3212,3212,3212,Bayesian approach to transforming public gene expression repositories into disease diagnosis databases,Haiyan Huang; Chun-Chi Liu; and Xianghong Jasmine Zhou,Haiyan Huang,April 13; 2010 ,Biophysics and Computational Biology,35.0,0,0,0,0
3213,3213,3213,3213,Fast molecular tracking maps nanoscale dynamics of plasma membrane lipids,Steffen J. Sahl; Marcel Leutenegger; Michael Hilbert; Stefan W. Hell; and Christian Eggeling,Steffen J. Sahl,April 13; 2010 ,Biophysics and Computational Biology,118.0,0,0,0,0
3214,3214,3214,3214,Cyclopentenone prostaglandin-induced unfolding and aggregation of the Parkinson disease-associated UCH-L1,Leonardus M. I. Koharudin; Hao Liu; Roberto Di Maio; Ravindra B. Kodali; Steven H. Graham; and Angela M. Gronenborn,Leonardus M. I. Koharudin,April 13; 2010 ,Biophysics and Computational Biology,44.0,0,0,0,0
3215,3215,3215,3215,Analysis of diverse regulatory networks in a hierarchical context shows consistent tendencies for collaboration in the middle levels,Nitin Bhardwaj; Koon-Kiu Yan; and Mark B. Gerstein,Nitin Bhardwaj,April 13; 2010 ,Biophysics and Computational Biology,45.0,0,0,0,0
3216,3216,3216,3216,Protein folding at the membrane interface; the structure of Nogo-66 requires interactions with a phosphocholine surface,Sheeja V. Vasudevan; Jessica Schulz; Chunyi Zhou; and Melanie J. Cocco,Sheeja V. Vasudevan,April 13; 2010 ,Biophysics and Computational Biology,17.0,0,0,0,0
3217,3217,3217,3217,Structure of lactococcal phage p2 baseplate and its mechanism of activation,Giuliano Sciara; Cecilia Bebeacua; Patrick Bron; Denise Tremblay; Miguel Ortiz-Lombardia; Julie Lichière; Marin van Heel; Valérie Campanacci; Sylvain Moineau; and Christian Cambillau,Giuliano Sciara,April 13; 2010 ,Biophysics and Computational Biology,85.0,0,0,0,0
3218,3218,3218,3218,Exploring the within- and between-class correlation distributions for tumor classification,Xuelian Wei and Ker-Chau Li,Xuelian Wei,April 13; 2010 ,Biophysics and Computational Biology,13.0,0,0,0,0
3219,3219,3219,3219,Genomic arrangement of bacterial operons is constrained by biological pathways encoded in the genome,Yanbin Yin; Han Zhang; Victor Olman; and Ying Xu,Yanbin Yin,April 6; 2010 ,Biophysics and Computational Biology,21.0,0,0,0,0
3220,3220,3220,3220,Mapping amorphous calcium phosphate transformation into crystalline mineral from the cell to the bone in zebrafish fin rays,Julia Mahamid; Barbara Aichmayer; Eyal Shimoni; Roy Ziblat; Chenghao Li; Stefan Siegel; Oskar Paris; Peter Fratzl; Steve Weiner; and Lia Addadi,Julia Mahamid,April 6; 2010 ,Biophysics and Computational Biology,209.0,0,0,0,0
3221,3221,3221,3221,Neurons sense nanoscale roughness with nanometer sensitivity,V. Brunetti; G. Maiorano; L. Rizzello; B. Sorce; S. Sabella; R. Cingolani; and P. P. Pompa,V. Brunetti,April 6; 2010 ,Biophysics and Computational Biology,131.0,0,0,0,0
3222,3222,3222,3222,Out-of-equilibrium conformational cycling of GroEL under saturating ATP concentrations,Gabriel A. Frank; Mila Goomanovsky; Amit Davidi; Guy Ziv; Amnon Horovitz; and Gilad Haran,Gabriel A. Frank,April 6; 2010 ,Biophysics and Computational Biology,19.0,0,0,0,0
3223,3223,3223,3223,One-microsecond molecular dynamics simulation of channel gating in a nicotinic receptor homologue,Hugues Nury; Frédéric Poitevin; Catherine Van Renterghem; Jean-Pierre Changeux; Pierre-Jean Corringer; Marc Delarue; and Marc Baaden,Hugues Nury,April 6; 2010 ,Biophysics and Computational Biology,109.0,0,0,0,0
3224,3224,3224,3224,Amyloid-like interactions within nucleoporin FG hydrogels,Christian Ader; Steffen Frey; Werner Maas; Hermann Broder Schmidt; Dirk Görlich; and Marc Baldus,Christian Ader,April 6; 2010 ,Biophysics and Computational Biology,79.0,0,0,0,0
3225,3225,3225,3225,Revealing strengths and weaknesses of methods for gene network inference,Daniel Marbach; Robert J. Prill; Thomas Schaffter; Claudio Mattiussi; Dario Floreano; and Gustavo Stolovitzky,Daniel Marbach,April 6; 2010 ,Biophysics and Computational Biology,333.0,0,0,0,0
3226,3226,3226,3226,Bluetongue virus coat protein VP2 contains sialic acid-binding domains; and VP5 resembles enveloped virus fusion proteins,Xing Zhang; Mark Boyce; Bishnupriya Bhattacharya; Xiaokang Zhang; Stan Schein; Polly Roy; and Z. Hong Zhou,Xing Zhang,April 6; 2010 ,Biophysics and Computational Biology,47.0,0,0,0,0
3227,3227,3227,3227,Subunit interactions in bovine papillomavirus,Matthias Wolf; Robert L. Garcea; Nikolaus Grigorieff; and Stephen C. Harrison,Matthias Wolf,April 6; 2010 ,Biophysics and Computational Biology,103.0,0,0,0,0
3228,3228,3228,3228,Two competing orientation patterns explain experimentally observed anomalies in growing actin networks,Julian Weichsel and Ulrich S. Schwarz,Julian Weichsel,April 6; 2010 ,Biophysics and Computational Biology,37.0,0,0,0,0
3229,3229,3229,3229,Lethal protein produced in response to competition between sibling bacterial colonies,Avraham Be’er; Gil Ariel; Oren Kalisman; Yael Helman; Alexandra Sirota-Madi; H.P. Zhang; E.-L. Florin; Shelley M. Payne; Eshel Ben-Jacob; and Harry L. Swinney,Avraham Be’er,April 6; 2010 ,Biophysics and Computational Biology,26.0,0,0,0,0
3230,3230,3230,3230,Intra- and intercellular fluctuations in Min-protein dynamics decrease with cell length,Elisabeth Fischer-Friedrich; Giovanni Meacci; Joe Lutkenhaus; Hugues Chaté; and Karsten Kruse,Elisabeth Fischer-Friedrich,April 6; 2010 ,Biophysics and Computational Biology,29.0,0,0,0,0
3231,3231,3231,3231,Spectral tuning in photoactive yellow protein by modulation of the shape of the excited state energy surface,Andrew F. Philip; Rene A. Nome; George A. Papadantonakis; Norbert F. Scherer; and Wouter D. Hoff,Andrew F. Philip,March 30; 2010 ,Biophysics and Computational Biology,18.0,0,0,0,0
3232,3232,3232,3232,Protein-assisted self-assembly of multifunctional nanoparticles,Maxim P. Nikitin; Tatiana A. Zdobnova; Sergey V. Lukash; Oleg A. Stremovskiy; and Sergey M. Deyev,Maxim P. Nikitin,March 30; 2010 ,Biophysics and Computational Biology,62.0,0,0,0,0
3233,3233,3233,3233,Principles of conduction and hydrophobic gating in K+ channels,Morten Ø. Jensen; David W. Borhani; Kresten Lindorff-Larsen; Paul Maragakis; Vishwanath Jogini; Michael P. Eastwood; Ron O. Dror; and David E. Shaw,Morten Ø. Jensen,March 30; 2010 ,Biophysics and Computational Biology,172.0,0,0,0,0
3234,3234,3234,3234,Fusion of biomimetic stealth probes into lipid bilayer cores,Benjamin D. Almquist and Nicholas A. Melosh,Benjamin D. Almquist,March 30; 2010 ,Biophysics and Computational Biology,60.0,0,0,0,0
3235,3235,3235,3235,DNA as a universal substrate for chemical kinetics,David Soloveichik; Georg Seelig; and Erik Winfree,David Soloveichik,March 23; 2010 ,Biophysics and Computational Biology,250.0,0,0,0,0
3236,3236,3236,3236,Hydrophobically stabilized open state for the lateral gate of the Sec translocon,Bin Zhang and Thomas F. Miller III,Bin Zhang,March 23; 2010 ,Biophysics and Computational Biology,36.0,0,0,0,0
3237,3237,3237,3237,Maximum entropy models for antibody diversity,Thierry Mora; Aleksandra M. Walczak; William Bialek; and Curtis G. Callan Jr.,Thierry Mora,March 23; 2010 ,Biophysics and Computational Biology,141.0,0,0,0,0
3238,3238,3238,3238,Molecular basis of cyclooxygenase enzymes (COXs) selective inhibition,Vittorio Limongelli; Massimiliano Bonomi; Luciana Marinelli; Francesco Luigi Gervasio; Andrea Cavalli; Ettore Novellino; and Michele Parrinello,Vittorio Limongelli,March 23; 2010 ,Biophysics and Computational Biology,99.0,0,0,0,0
3239,3239,3239,3239,Kinetic cooperativity in Escherichia coli 30S ribosomal subunit reconstitution reveals additional complexity in the assembly landscape,Anne E. Bunner; Andrea H. Beck; and James R. Williamson,Anne E. Bunner,March 23; 2010 ,Biophysics and Computational Biology,32.0,0,0,0,0
3240,3240,3240,3240,Dual coding in alternative reading frames correlates with intrinsic protein disorder,Erika Kovacs; Peter Tompa; Karoly Liliom; and Lajos Kalmar,Erika Kovacs,March 23; 2010 ,Biophysics and Computational Biology,40.0,0,0,0,0
3241,3241,3241,3241,The activated state of a sodium channel voltage sensor in a membrane environment,Sudha Chakrapani; Pornthep Sompornpisut; Pathumwadee Intharathep; Benoît Roux; and Eduardo Perozo,Sudha Chakrapani,March 23; 2010 ,Biophysics and Computational Biology,33.0,0,0,0,0
3242,3242,3242,3242,Structural characterization of the Z RING-eIF4E complex reveals a distinct mode of control for eIF4E,Laurent Volpon; Michael J. Osborne; Althea A. Capul; Juan C. de la Torre; and Katherine L. B. Borden,Laurent Volpon,March 23; 2010 ,Biophysics and Computational Biology,45.0,0,0,0,0
3243,3243,3243,3243,Deciphering the folding transition state structure and denatured state properties of Nucleophosmin C-terminal domain,Flavio Scaloni; Luca Federici; Maurizio Brunori; and Stefano Gianni,Flavio Scaloni,March 23; 2010 ,Biophysics and Computational Biology,24.0,0,0,0,0
3244,3244,3244,3244,FRET measurements of kinesin neck orientation reveal a structural basis for processivity and asymmetry,Douglas S. Martin; Reza Fathi; Timothy J. Mitchison; and Jeff Gelles,Douglas S. Martin,March 23; 2010 ,Biophysics and Computational Biology,15.0,0,0,0,0
3245,3245,3245,3245,Superheating of ice crystals in antifreeze protein solutions,Yeliz Celik; Laurie A. Graham; Yee-Foong Mok; Maya Bar; Peter L. Davies; and Ido Braslavsky,Yeliz Celik,March 23; 2010 ,Biophysics and Computational Biology,64.0,0,0,0,0
3246,3246,3246,3246,Optimal architectures of elongated viruses,Antoni Luque; Roya Zandi; and David Reguera,Antoni Luque,March 23; 2010 ,Biophysics and Computational Biology,23.0,0,0,0,0
3247,3247,3247,3247,Quantitative theory of telomere length regulation and cellular senescence,Ignacio A. Rodriguez-Brenes and Charles S. Peskin,Ignacio A. Rodriguez-Brenes,March 23; 2010 ,Biophysics and Computational Biology,33.0,0,0,0,0
3248,3248,3248,3248,A ratchet mechanism for amplification in low-frequency mammalian hearing,Tobias Reichenbach and A. J. Hudspeth,Tobias Reichenbach,March 16; 2010 ,Biophysics and Computational Biology,28.0,0,0,0,0
3249,3249,3249,3249,Random cell movement promotes synchronization of the segmentation clock,Koichiro Uriu; Yoshihiro Morishita; and Yoh Iwasa,Koichiro Uriu,March 16; 2010 ,Biophysics and Computational Biology,43.0,0,0,0,0
3250,3250,3250,3250,Minute negative superhelicity is sufficient to induce the B-Z transition in the presence of low tension,Mina Lee; Sook Ho Kim; and Seok-Cheol Hong,Mina Lee,March 16; 2010 ,Biophysics and Computational Biology,56.0,0,0,0,0
3251,3251,3251,3251,Strong intranucleoid interactions organize the Escherichia coli chromosome into a nucleoid filament,Paul A. Wiggins; Keith C. Cheveralls; Joshua S. Martin; Robert Lintner; and Jané Kondev,Paul A. Wiggins,March 16; 2010 ,Biophysics and Computational Biology,109.0,0,0,0,0
3252,3252,3252,3252,CaV1.2 β-subunit coordinates CaMKII-triggered cardiomyocyte death and afterdepolarizations,Olha M. Koval; Xiaoquan Guan; Yuejin Wu; Mei-ling Joiner; Zhan Gao; Biyi Chen; Isabella M. Grumbach; Elizabeth D. Luczak; Roger J. Colbran; Long-Sheng Song; Thomas J. Hund; Peter J. Mohler; and Mark E. Anderson,Olha M. Koval,March 16; 2010 ,Biophysics and Computational Biology,67.0,0,0,0,0
3253,3253,3253,3253,Atomically detailed simulation of the recovery stroke in myosin by Milestoning,Ron Elber and Anthony West,Ron Elber,March 16; 2010 ,Biophysics and Computational Biology,47.0,0,0,0,0
3254,3254,3254,3254,An unlocking/relocking barrier in conformational fluctuations of villin headpiece subdomain,Andreas Reiner; Peter Henklein; and Thomas Kiefhaber,Andreas Reiner,March 16; 2010 ,Biophysics and Computational Biology,91.0,0,0,0,0
3255,3255,3255,3255,Large-scale conformational sampling of proteins using temperature-accelerated molecular dynamics,Cameron F. Abrams and Eric Vanden-Eijnden,Cameron F. Abrams,March 16; 2010 ,Biophysics and Computational Biology,106.0,0,0,0,0
3256,3256,3256,3256,4.0-Å resolution cryo-EM structure of the mammalian chaperonin TRiC/CCT reveals its unique subunit arrangement,Yao Cong; Matthew L. Baker; Joanita Jakana; David Woolford; Erik J. Miller; Stefanie Reissmann; Ramya N. Kumar; Alyssa M. Redding-Johanson; Tanveer S. Batth; Aindrila Mukhopadhyay; Steven J. Ludtke; Judith Frydman; and Wah Chiu,Yao Cong,March 16; 2010 ,Biophysics and Computational Biology,93.0,0,0,0,0
3257,3257,3257,3257,Vitrification and levitation of a liquid droplet on liquid nitrogen,Young S. Song; Douglas Adler; Feng Xu; Emre Kayaalp; Aida Nureddin; Raymond M. Anchan; Richard L. Maas; and Utkan Demirci,Young S. Song,March 9; 2010 ,Biophysics and Computational Biology,72.0,0,0,0,0
3258,3258,3258,3258,Markov random fields reveal an N-terminal double beta-propeller motif as part of a bacterial hybrid two-component sensor system,Matt Menke; Bonnie Berger; and Lenore Cowen,Matt Menke,March 2; 2010 ,Biophysics and Computational Biology,14.0,0,0,0,0
3259,3259,3259,3259,Ketosteroid isomerase provides further support for the idea that enzymes work by electrostatic preorganization,Shina C.L. Kamerlin; Pankaz K. Sharma; Zhen T. Chu; and Arieh Warshel,Shina C.L. Kamerlin,March 2; 2010 ,Biophysics and Computational Biology,43.0,0,0,0,0
3260,3260,3260,3260,pH (low) insertion peptide (pHLIP) inserts across a lipid bilayer as a helix and exits by a different path,Oleg A. Andreev; Alexander G. Karabadzhak; Dhammika Weerakkody; Gregory O. Andreev; Donald M. Engelman; and Yana K. Reshetnyak,Oleg A. Andreev,March 2; 2010 ,Biophysics and Computational Biology,66.0,0,0,0,0
3261,3261,3261,3261,Function and specificity of synthetic Hox transcription factors in vivo,Dimitrios K. Papadopoulos; Vladana Vukojević; Yoshitsugu Adachi; Lars Terenius; Rudolf Rigler; and Walter J. Gehring,Dimitrios K. Papadopoulos,March 2; 2010 ,Biophysics and Computational Biology,16.0,0,0,0,0
