title,authors,firstAuthor,date,category,citationNumber
Economic contract theory tests models of mutualism,E. Glen Weyl; Megan E. Frederickson; Douglas W. Yu; and Naomi E. Pierce,E. Glen Weyl,September 7; 2010 ,Social Sciences,61
Early evidence (ca. 12;000 B.P.) for feasting at a burial cave in Israel,Natalie D. Munro and Leore Grosman,Natalie D. Munro,August 31; 2010 ,Social Sciences,33
Temperatures and cyclones strongly associated with economic production in the Caribbean and Central America,Solomon M. Hsiang,Solomon M. Hsiang,August 31; 2010 ,Social Sciences,138
Megafaunal meiolaniid horned turtles survived until early human settlement in Vanuatu; Southwest Pacific,Arthur W. White; Trevor H. Worthy; Stuart Hawkins; Stuart Bedford; and Matthew Spriggs,Arthur W. White,August 31; 2010 ,Social Sciences,20
Behavioral dynamics and influence in networked coloring and consensus,Stephen Judd; Michael Kearns; and Yevgeniy Vorobeychik,Stephen Judd,August 24; 2010 ,Social Sciences,28
Economic choices can be made using only stimulus values,Klaus Wunderlich; Antonio Rangel; and John P. O'Doherty,Klaus Wunderlich,August 24; 2010 ,Social Sciences,73
Prefrontal–striatal pathway underlies cognitive regulation of craving,Hedy Kober; Peter Mende-Siedlecki; Ethan F. Kross; Jochen Weber; Walter Mischel; Carl L. Hart; and Kevin N. Ochsner,Hedy Kober,August 17; 2010 ,Social Sciences,279
Neural sensitivity to social rejection is associated with inflammatory responses to social stress,George M. Slavich; Baldwin M. Way; Naomi I. Eisenberger; and Shelley E. Taylor,George M. Slavich,August 17; 2010 ,Social Sciences,139
Stress coping stimulates hippocampal neurogenesis in adult monkeys,David M. Lyons; Paul S. Buckmaster; Alex G. Lee; Christine Wu; Rupshi Mitra; Lauren M. Duffey; Christine L. Buckmaster; Song Her; Paresh D. Patel; and Alan F. Schatzberg,David M. Lyons,August 17; 2010 ,Social Sciences,57
Roles of familiarity and novelty in visual preference judgments are segregated across object categories,Junghyun Park; Eiko Shimojo; and Shinsuke Shimojo,Junghyun Park,August 17; 2010 ,Social Sciences,34
Predictable waves of sequential forest degradation and biodiversity loss spreading from an African city,Antje Ahrends; Neil D. Burgess; Simon A. H. Milledge; Mark T. Bulling; Brendan Fisher; James C. R. Smart; G. Philip Clarke; Boniface E. Mhoro; and Simon L. Lewis,Antje Ahrends,August 17; 2010 ,Social Sciences,117
Rice yields in tropical/subtropical Asia exhibit large but opposing sensitivities to minimum and maximum temperatures,Jarrod R. Welch; Jeffrey R. Vincent; Maximilian Auffhammer; Piedad F. Moya; Achim Dobermann; and David Dawe,Jarrod R. Welch,August 17; 2010 ,Social Sciences,208
Speaker–listener neural coupling underlies successful communication,Greg J. Stephens; Lauren J. Silbert; and Uri Hasson,Greg J. Stephens,August 10; 2010 ,Social Sciences,224
Neural mechanisms of observational learning,Christopher J. Burke; Philippe N. Tobler; Michelle Baddeley; and Wolfram Schultz,Christopher J. Burke,August 10; 2010 ,Social Sciences,120
Linkages among climate change; crop yields and Mexico–US cross-border migration,Shuaizhang Feng; Alan B. Krueger; and Michael Oppenheimer,Shuaizhang Feng,August 10; 2010 ,Social Sciences,130
Stereotype threat prevents perceptual learning,Robert J. Rydell; Richard M. Shiffrin; Kathryn L. Boucher; Katie Van Loo; and Michael T. Rydell,Robert J. Rydell,August 10; 2010 ,Social Sciences,27
Metabolic adaptation for low energy throughput in orangutans,Herman Pontzer; David A. Raichlen; Robert W. Shumaker; Cara Ocobock; and Serge A. Wich,Herman Pontzer,August 10; 2010 ,Social Sciences,52
Behavioral performance follows the time course of neural facilitation and suppression during cued shifts of feature-selective attention,S. K. Andersen and M. M. Müller,S. K. Andersen,August 3; 2010 ,Social Sciences,72
Multirelational organization of large-scale social networks in an online world,Michael Szell; Renaud Lambiotte; and Stefan Thurner,Michael Szell,August 3; 2010 ,Social Sciences,348
Automated vocal analysis of naturalistic recordings from children with autism; language delay; and typical development,D. K. Oller; P. Niyogi; S. Gray; J. A. Richards; J. Gilkerson; D. Xu; U. Yapanel; and S. F. Warren,D. K. Oller,July 27; 2010 ,Social Sciences,105
Rapid evolution of ritual architecture in central Polynesia indicated by precise 230Th/U coral dating,Warren D. Sharp; Jennifer G. Kahn; Christina M. Polito; and Patrick V. Kirch,Warren D. Sharp,July 27; 2010 ,Social Sciences,22
Cortical and subcortical interactions during action reprogramming and their related white matter pathways,Franz-Xaver Neubert; Rogier B. Mars; Ethan R. Buch; Etienne Olivier; and Matthew F. S. Rushworth,Franz-Xaver Neubert,July 27; 2010 ,Social Sciences,154
Reputation for reciprocity engages the brain reward center,K. Luan Phan; Chandra Sekhar Sripada; Mike Angstadt; and Kevin McCabe,K. Luan Phan,July 20; 2010 ,Social Sciences,62
Paired neuron recordings in the prefrontal and inferotemporal cortices reveal that spatial selection precedes object identification during visual search,Ilya E. Monosov; David L. Sheinberg; and Kirk G. Thompson,Ilya E. Monosov,July 20; 2010 ,Social Sciences,21
Irrelevant events affect voters' evaluations of government performance,Andrew J. Healy; Neil Malhotra; and Cecilia Hyunjung Mo,Andrew J. Healy,July 20; 2010 ,Social Sciences,90
Cochlea-scaled entropy; not consonants; vowels; or time; best predicts speech intelligibility,Christian E. Stilp and Keith R. Kluender,Christian E. Stilp,July 6; 2010 ,Social Sciences,47
Expert credibility in climate change,William R. L. Anderegg; James W. Prall; Jacob Harold; and Stephen H. Schneider,William R. L. Anderegg,July 6; 2010 ,Social Sciences,245
Consolation as possible expression of sympathetic concern among chimpanzees,Teresa Romero; Miguel A. Castellanos; and Frans B. M. de Waal,Teresa Romero,July 6; 2010 ,Social Sciences,52
Evidence from an emerging sign language reveals that language supports spatial cognition,Jennie E. Pyers; Anna Shusterman; Ann Senghas; Elizabeth S. Spelke; and Karen Emmorey,Jennie E. Pyers,July 6; 2010 ,Social Sciences,40
The acute effect of local homicides on children's cognitive performance,Patrick Sharkey,Patrick Sharkey,June 29; 2010 ,Social Sciences,122
Assessing the climatic benefits of black carbon mitigation,Robert E. Kopp and Denise L. Mauzerall,Robert E. Kopp,June 29; 2010 ,Social Sciences,54
Economic aspects of global warming in a post-Copenhagen environment,William D. Nordhaus,William D. Nordhaus,June 29; 2010 ,Social Sciences,175
An implicit body representation underlying human position sense,Matthew R. Longo and Patrick Haggard,Matthew R. Longo,June 29; 2010 ,Social Sciences,131
Peak water limits to freshwater withdrawal and use,Peter H. Gleick and Meena Palaniappan,Peter H. Gleick,June 22; 2010 ,Social Sciences,140
Industrial apiculture in the Jordan valley during Biblical times with Anatolian honeybees,Guy Bloch; Tiago M. Francoy; Ido Wachtel; Nava Panitz-Cohen; Stefan Fuchs; and Amihai Mazar,Guy Bloch,June 22; 2010 ,Social Sciences,30
Role of Brazilian Amazon protected areas in climate change mitigation,Britaldo Soares-Filho; Paulo Moutinho; Daniel Nepstad; Anthony Anderson; Hermann Rodrigues; Ricardo Garcia; Laura Dietzsch; Frank Merry; Maria Bowman; Letícia Hissa; Rafaella Silvestrini; and Cláudio Maretti,Britaldo Soares-Filho,June 15; 2010 ,Social Sciences,224
Neural correlates of anchoring-and-adjustment during mentalizing,Diana I. Tamir and Jason P. Mitchell,Diana I. Tamir,June 15; 2010 ,Social Sciences,65
Using selection bias to explain the observed structure of Internet diffusions,Benjamin Golub and Matthew O. Jackson,Benjamin Golub,June 15; 2010 ,Social Sciences,19
Adults with dyslexia are impaired in categorizing speech and nonspeech sounds on the basis of temporal cues,Maaike Vandermosten; Bart Boets; Heleen Luts; Hanne Poelmans; Narly Golestani; Jan Wouters; and Pol Ghesquière,Maaike Vandermosten,June 8; 2010 ,Social Sciences,57
Nickel-borate oxygen-evolving catalyst that functions under benign conditions,Mircea Dincă; Yogesh Surendranath; and Daniel G. Nocera,Mircea Dincă,June 8; 2010 ,Social Sciences,464
Resistance to extreme strategies; rather than prosocial preferences; can explain human cooperation in public goods games,Rolf Kümmerli; Maxwell N. Burton-Chellew; Adin Ross-Gillespie; and Stuart A. West,Rolf Kümmerli,June 1; 2010 ,Social Sciences,42
Newly trained lexical categories produce lateralized categorical perception of color,Ke Zhou; Lei Mo; Paul Kay; Veronica P. Y. Kwok; Tiffany N. M. Ip; and Li Hai Tan,Ke Zhou,June 1; 2010 ,Social Sciences,33
Anthropocentrism is not the first step in children’s reasoning about the natural world,Patricia Herrmann; Sandra R. Waxman; and Douglas L. Medin,Patricia Herrmann,June 1; 2010 ,Social Sciences,45
A snapshot of the age distribution of psychological well-being in the United States,Arthur A. Stone; Joseph E. Schwartz; Joan E. Broderick; and Angus Deaton,Arthur A. Stone,June 1; 2010 ,Social Sciences,216
Protected areas reduced poverty in Costa Rica and Thailand,Kwaw S. Andam; Paul J. Ferraro; Katharine R. E. Sims; Andrew Healy; and Margaret B. Holland,Kwaw S. Andam,June 1; 2010 ,Social Sciences,148
Testosterone decreases trust in socially naïve humans,Peter A. Bos; David Terburg; and Jack van Honk,Peter A. Bos,June 1; 2010 ,Social Sciences,92
Detecting individual memories through the neural decoding of memory states and past experience,Jesse Rissman; Henry T. Greely; and Anthony D. Wagner,Jesse Rissman,May 25; 2010 ,Social Sciences,80
Effects of the USA PATRIOT Act and the 2002 Bioterrorism Preparedness Act on select agent research in the United States,M. Beatrice Dias; Leonardo Reyes-Gonzalez; Francisco M. Veloso; and Elizabeth A. Casman,M. Beatrice Dias,May 25; 2010 ,Social Sciences,12
Mapping the information flow from one brain to another during gestural communication,Marleen B. Schippers; Alard Roebroeck; Remco Renken; Luca Nanetti; and Christian Keysers,Marleen B. Schippers,May 18; 2010 ,Social Sciences,134
Infants consider both the sample and the sampling process in inductive generalization,Hyowon Gweon; Joshua B. Tenenbaum; and Laura E. Schulz,Hyowon Gweon,May 18; 2010 ,Social Sciences,76
Prefrontal cortex mediation of cognitive enhancement in rewarding motivational contexts,Koji Jimura; Hannah S. Locke; and Todd S. Braver,Koji Jimura,May 11; 2010 ,Social Sciences,125
Developmental regulation and individual differences of neuronal H3K4me3 epigenomes in the prefrontal cortex,Iris Cheung; Hennady P. Shulha; Yan Jiang; Anouch Matevossian; Jie Wang; Zhiping Weng; and Schahram Akbarian,Iris Cheung,May 11; 2010 ,Social Sciences,131
Mechanisms linking early life stress to adult health outcomes,Shelley E. Taylor,Shelley E. Taylor,May 11; 2010 ,Social Sciences,130
The cognitive niche: Coevolution of intelligence; sociality; and language,Steven Pinker,Steven Pinker,May 11; 2010 ,Social Sciences,118
Adaptive specializations; social exchange; and the evolution of human intelligence,Leda Cosmides; H. Clark Barrett; and John Tooby,Leda Cosmides,May 11; 2010 ,Social Sciences,76
Bounded uncertainty and climate change economics,Christopher J. Costello; Michael G. Neubert; Stephen A. Polasky; and Andrew R. Solow,Christopher J. Costello,May 4; 2010 ,Social Sciences,18
Prefrontal cortex; cognitive control; and the registration of decision costs,Joseph T. McGuire and Matthew M. Botvinick,Joseph T. McGuire,April 27; 2010 ,Social Sciences,92
Pre-Columbian agricultural landscapes; ecosystem engineers; and self-organized patchiness in Amazonia,Doyle McKey; Stéphen Rostain; José Iriarte; Bruno Glaser; Jago Jonathan Birk; Irene Holst; and Delphine Renard,Doyle McKey,April 27; 2010 ,Social Sciences,77
Patterns of East Asian pig domestication; migration; and turnover revealed by modern and ancient DNA,Greger Larson; Ranran Liu; Xingbo Zhao; Jing Yuan; Dorian Fuller; Loukas Barton; Keith Dobney; Qipeng Fan; Zhiliang Gu; Xiao-Hui Liu; Yunbing Luo; Peng Lv; Leif Andersson; and Ning Li,Greger Larson,April 27; 2010 ,Social Sciences,104
Disentangling collective trends from local dynamics,Marc Barthélemy; Jean-Pierre Nadal; and Henri Berestycki,Marc Barthélemy,April 27; 2010 ,Social Sciences,6
Sustained experience of emotion after loss of memory in patients with amnesia,Justin S. Feinstein; Melissa C. Duff; and Daniel Tranel,Justin S. Feinstein,April 27; 2010 ,Social Sciences,41
Dissociating neural subsystems for grammar by contrasting word order and inflection,Aaron J. Newman; Ted Supalla; Peter Hauser; Elissa L. Newport; and Daphne Bavelier,Aaron J. Newman,April 20; 2010 ,Social Sciences,26
Reasoning about social conflicts improves into old age,Igor Grossmann; Jinkyung Na; Michael E. W. Varnum; Denise C. Park; Shinobu Kitayama; and Richard E. Nisbett,Igor Grossmann,April 20; 2010 ,Social Sciences,87
Territorial expansion and primary state formation,Charles S. Spencer,Charles S. Spencer,April 20; 2010 ,Social Sciences,35
Neural imaging to track mental states while using an intelligent tutoring system,John R. Anderson; Shawn Betts; Jennifer L. Ferris; and Jon M. Fincham,John R. Anderson,April 13; 2010 ,Social Sciences,25
Climate as a contributing factor in the demise of Angkor; Cambodia,Brendan M. Buckley; Kevin J. Anchukaitis; Daniel Penny; Roland Fletcher; Edward R. Cook; Masaki Sano; Le Canh Nam; Aroonrut Wichienkeeo; Ton That Minh; and Truong Mai Hong,Brendan M. Buckley,April 13; 2010 ,Social Sciences,203
Disruption of the right temporoparietal junction with transcranial magnetic stimulation reduces the role of beliefs in moral judgments,Liane Young; Joan Albert Camprodon; Marc Hauser; Alvaro Pascual-Leone; and Rebecca Saxe,Liane Young,April 13; 2010 ,Social Sciences,227
A sense of direction in human entorhinal cortex,Joshua Jacobs; Michael J. Kahana; Arne D. Ekstrom; Matthew V. Mollison; and Itzhak Fried,Joshua Jacobs,April 6; 2010 ,Social Sciences,73
Coherent and incoherent inference in phylogeography and human evolution,Alan R. Templeton,Alan R. Templeton,April 6; 2010 ,Social Sciences,30
Primary State Formation in the Virú Valley; North Coast of Peru,Jean-François Millaire,Jean-François Millaire,April 6; 2010 ,Social Sciences,14
Cultural differences are not always reducible to individual differences,Jinkyung Na; Igor Grossmann; Michael E. W. Varnum; Shinobu Kitayama; Richard Gonzalez; and Richard E. Nisbett,Jinkyung Na,April 6; 2010 ,Social Sciences,118
A Howiesons Poort tradition of engraving ostrich eggshell containers dated to 60;000 years ago at Diepkloof Rock Shelter; South Africa,Pierre-Jean Texier; Guillaume Porraz; John Parkington; Jean-Philippe Rigaud; Cedric Poggenpoel; Christopher Miller; Chantal Tribolo; Caroline Cartwright; Aude Coudenneau; Richard Klein; Teresa Steele; and Christine Verna,Pierre-Jean Texier,April 6; 2010 ,Social Sciences,193
Overcoming status quo bias in the human brain,Stephen M. Fleming; Charlotte L. Thomas; and Raymond J. Dolan,Stephen M. Fleming,March 30; 2010 ,Social Sciences,72
The neural code of reward anticipation in human orbitofrontal cortex,Thorsten Kahnt; Jakob Heinzle; Soyoung Q Park; and John-Dylan Haynes,Thorsten Kahnt,March 30; 2010 ,Social Sciences,109
Information dynamics shape the sexual networks of Internet-mediated prostitution,Luis E. C. Rocha; Fredrik Liljeros; and Petter Holme,Luis E. C. Rocha,March 30; 2010 ,Social Sciences,80
Hongshan chiefly communities in Neolithic northeastern China,Christian E. Peterson; Xueming Lu; Robert D. Drennan; and Da Zhu,Christian E. Peterson,March 30; 2010 ,Social Sciences,16
A new Lower Pleistocene archeological site in Europe (Vallparadís; Barcelona; Spain),Kenneth Martínez; Joan Garcia; Eudald Carbonell; Jordi Agustí; Jean-Jaques Bahain; Hugues-Alexandre Blain; Francesc Burjachs; Isabel Cáceres; Mathieu Duval; Christophe Falguères; Manuel Gómez; and Rosa Huguet,Kenneth Martínez,March 30; 2010 ,Social Sciences,80
Rhythmic engagement with music in infancy,Marcel Zentner and Tuomas Eerola,Marcel Zentner,March 30; 2010 ,Social Sciences,139
Differentiation and concordance in smallholder land use strategies in southern Mexico's conservation frontier,Rinku Roy Chowdhury,Rinku Roy Chowdhury,March 30; 2010 ,Social Sciences,25
The agroecological matrix as alternative to the land-sparing/agriculture intensification model,Ivette Perfecto and John Vandermeer,Ivette Perfecto,March 30; 2010 ,Social Sciences,252
Neoliberal policy; rural livelihoods; and urban food security in West Africa: A comparative study of The Gambia; Côte d'Ivoire; and Mali,William G. Moseley; Judith Carney; and Laurence Becker,William G. Moseley,March 30; 2010 ,Social Sciences,71
Epigenetic alterations regulate estradiol-induced enhancement of memory consolidation,Zaorui Zhao; Lu Fan; and Karyn M. Frick,Zaorui Zhao,March 23; 2010 ,Social Sciences,97
Evolutionary games in the multiverse,Chaitanya S. Gokhale and Arne Traulsen,Chaitanya S. Gokhale,March 23; 2010 ,Social Sciences,102
Two millennia of North Atlantic seasonality and implications for Norse colonies,William P. Patterson; Kristin A. Dietrich; Chris Holmden; and John T. Andrews,William P. Patterson,March 23; 2010 ,Social Sciences,60
Cooperative behavior cascades in human social networks,James H. Fowler and Nicholas A. Christakis,James H. Fowler,March 23; 2010 ,Social Sciences,251
Optimal reward harvesting in complex perceptual environments,Vidhya Navalpakkam; Christof Koch; Antonio Rangel; and Pietro Perona,Vidhya Navalpakkam,March 16; 2010 ,Social Sciences,87
Theta-activity in anterior cingulate cortex predicts task rules and their adjustments following errors,Thilo Womelsdorf; Kevin Johnston; Martin Vinck; and Stefan Everling,Thilo Womelsdorf,March 16; 2010 ,Social Sciences,92
Interaction of natural survival instincts and internalized social norms exploring the Titanic and Lusitania disasters,Bruno S. Frey; David A. Savage; and Benno Torgler,Bruno S. Frey,March 16; 2010 ,Social Sciences,25
The dimensionality of discourse,Isidoros Doxas; Simon Dennis; and William L. Oliver,Isidoros Doxas,March 16; 2010 ,Social Sciences,7
Identifying the roles of race-based choice and chance in high school friendship network formation,Sergio Currarini; Matthew O. Jackson; and Paolo Pin,Sergio Currarini,March 16; 2010 ,Social Sciences,86
The imprint of China’s first emperor on the distant realm of eastern Shandong,Gary M. Feinman; Linda M. Nicholas; and Fang Hui,Gary M. Feinman,March 16; 2010 ,Social Sciences,6
Distributed neural system for general intelligence revealed by lesion mapping,J. Gläscher; D. Rudrauf; R. Colom; L. K. Paul; D. Tranel; H. Damasio; and R. Adolphs,J. Gläscher,March 9; 2010 ,Social Sciences,127
Vaccination with partial knowledge of external effectiveness,Charles F. Manski,Charles F. Manski,March 2; 2010 ,Social Sciences,13
Dissipation and displacement of hotspots in reaction-diffusion models of crime,Martin B. Short; P. Jeffrey Brantingham; Andrea L. Bertozzi; and George E. Tita,Martin B. Short,March 2; 2010 ,Social Sciences,63
Amygdala damage eliminates monetary loss aversion,Benedetto De Martino; Colin F. Camerer; and Ralph Adolphs,Benedetto De Martino,February 23; 2010 ,Social Sciences,154
Indirect land-use changes can overcome carbon savings from biofuels in Brazil,David M. Lapola; Ruediger Schaldach; Joseph Alcamo; Alberte Bondeau; Jennifer Koch; Christina Koelking; and Joerg A. Priess,David M. Lapola,February 23; 2010 ,Social Sciences,327
Human strategy updating in evolutionary games,Arne Traulsen; Dirk Semmann; Ralf D. Sommerfeld; Hans-Jürgen Krambeck; and Manfred Milinski,Arne Traulsen,February 16; 2010 ,Social Sciences,182
Ancient mitochondrial DNA analysis reveals complexity of indigenous North American turkey domestication,Camilla F. Speller; Brian M. Kemp; Scott D. Wyatt; Cara Monroe; William D. Lipe; Ursula M. Arndt; and Dongya Y. Yang,Camilla F. Speller,February 16; 2010 ,Social Sciences,54
Impaired geometric reorientation caused by genetic defect,Laura Lakusta; Banchiamlack Dessalegn; and Barbara Landau,Laura Lakusta,February 16; 2010 ,Social Sciences,46
Modeling the emergence of universality in color naming patterns,Andrea Baronchelli; Tao Gong; Andrea Puglisi; and Vittorio Loreto,Andrea Baronchelli,February 9; 2010 ,Social Sciences,67
Cross-cultural recognition of basic emotions through nonverbal emotional vocalizations,Disa A. Sauter; Frank Eisner; Paul Ekman; and Sophie K. Scott,Disa A. Sauter,February 9; 2010 ,Social Sciences,208
Infanticide and reproductive restraint in a polygynous social mammal,S. P. Henzi; P. M. R. Clarke; C. P. van Schaik; G. R. Pradhan; and L. Barrett,S. P. Henzi,February 2; 2010 ,Social Sciences,27
Solar-powered drip irrigation enhances food security in the Sudano–Sahel,Jennifer Burney; Lennart Woltering; Marshall Burke; Rosamond Naylor; and Dov Pasternak,Jennifer Burney,February 2; 2010 ,Social Sciences,59
An impossibility theorem for price-adjustment mechanisms,Christos H. Papadimitriou and Mihalis Yannakakis,Christos H. Papadimitriou,February 2; 2010 ,Social Sciences,3
Female teachers’ math anxiety affects girls’ math achievement,Sian L. Beilock; Elizabeth A. Gunderson; Gerardo Ramirez; and Susan C. Levine,Sian L. Beilock,February 2; 2010 ,Social Sciences,188
Estimating least-developed countries’ vulnerability to climate-related extreme events over the next 50 years,Anthony G. Patt; Mark Tadross; Patrick Nussbaumer; Kwabena Asante; Marc Metzger; Jose Rafael; Anne Goujon; and Geoff Brundrit,Anthony G. Patt,January 26; 2010 ,Social Sciences,57
A public choice framework for controlling transmissible and evolving diseases,Benjamin M. Althouse; Theodore C. Bergstrom; and Carl T. Bergstrom,Benjamin M. Althouse,January 26; 2010 ,Social Sciences,25
Symbolic use of marine shells and mineral pigments by Iberian Neandertals,João Zilhão; Diego E. Angelucci; Ernestina Badal-García; Francesco d’Errico; Floréal Daniel; Laure Dayet; Katerina Douka; Thomas F. G. Higham; María José Martínez-Sánchez; Ricardo Montes-Bernárdez; Sonia Murcia-Mascarós; Carmen Pérez-Sirvent; Clodoaldo Roldán-García; Marian Vanhaeren; Valentín Villaverde; Rachel Wood; and Josefina Zapata,João Zilhão,January 19; 2010 ,Social Sciences,268
Evidence disputing deforestation as the cause for the collapse of the ancient Maya polity of Copan; Honduras,Cameron L. McNeil; David A. Burney; and Lida Pigott Burney,Cameron L. McNeil,January 19; 2010 ,Social Sciences,41
Mitigation implications of midcentury targets that preserve long-term climate policy options,Brian C. O’Neill; Keywan Riahi; and Ilkka Keppo,Brian C. O’Neill,January 19; 2010 ,Social Sciences,47
Modulations in oscillatory activity with amplitude asymmetry can produce cognitively relevant event-related responses,Hanneke van Dijk; Jurrian van der Werf; Ali Mazaheri; W. Pieter Medendorp; and Ole Jensen,Hanneke van Dijk,January 12; 2010 ,Social Sciences,89
Activation of articulatory information in speech perception,Ivan Yuen; Matthew H. Davis; Marc Brysbaert; and Kathleen Rastle,Ivan Yuen,January 12; 2010 ,Social Sciences,31
On implementing maximum economic yield in commercial fisheries,C. M. Dichmont; S. Pascoe; T. Kompas; A. E. Punt; and R. Deng,C. M. Dichmont,January 5; 2010 ,Social Sciences,80
Mechanism of tungsten-dependent acetylene hydratase from quantum chemical calculations,Rong-Zhen Liao; Jian-Guo Yu; and Fahmi Himo,Rong-Zhen Liao,December 28; 2010 ,Biophysics and Computational Biology,51
Perturbing the folding energy landscape of the bacterial immunity protein Im7 by site-specific N-linked glycosylation,Mark M. Chen; Alice I. Bartlett; Paul S. Nerenberg; Claire T. Friel; Christian P. R. Hackenberger; Collin M. Stultz; Sheena E. Radford; and Barbara Imperiali,Mark M. Chen,December 28; 2010 ,Biophysics and Computational Biology,46
Nucleosome-mediated cooperativity between transcription factors,Leonid A. Mirny,Leonid A. Mirny,December 28; 2010 ,Biophysics and Computational Biology,119
Robust circadian clocks from coupled protein-modification and transcription–translation cycles,David Zwicker; David K. Lubensky; and Pieter Rein ten Wolde,David Zwicker,December 28; 2010 ,Biophysics and Computational Biology,51
Functional dynamics in the voltage-dependent anion channel,Saskia Villinger; Rodolfo Briones; Karin Giller; Ulrich Zachariae; Adam Lange; Bert L. de Groot; Christian Griesinger; Stefan Becker; and Markus Zweckstetter,Saskia Villinger,December 28; 2010 ,Biophysics and Computational Biology,58
Definition of the intermediates and mechanism of the anticancer drug bleomycin using nuclear resonance vibrational spectroscopy and related methods,Lei V. Liu; Caleb B. Bell III; Shaun D. Wong; Samuel A. Wilson; Yeonju Kwak; Marina S. Chow; Jiyong Zhao; Keith O. Hodgson; Britt Hedman; and Edward I. Solomon,Lei V. Liu,December 28; 2010 ,Biophysics and Computational Biology,36
Structural space of protein–protein interfaces is degenerate; close to complete; and highly connected,Mu Gao and Jeffrey Skolnick,Mu Gao,December 28; 2010 ,Biophysics and Computational Biology,71
Strongly bound citrate stabilizes the apatite nanocrystals in bone,Y.-Y. Hu; A. Rawal; and K. Schmidt-Rohr,Y.-Y. Hu,December 28; 2010 ,Biophysics and Computational Biology,183
Bimodal gene expression in noncooperative regulatory systems,Anna Ochab-Marcinek and Marcin Tabaka,Anna Ochab-Marcinek,December 21; 2010 ,Biophysics and Computational Biology,39
Impact of temperature on the time required for the establishment of primordial biochemistry; and for the evolution of enzymes,Randy B. Stockbridge; Charles A. Lewis Jr.; Yang Yuan; and Richard Wolfenden,Randy B. Stockbridge,December 21; 2010 ,Biophysics and Computational Biology,26
Kinetics of chain motions within a protein-folding intermediate,Hannes Neuweiler; Wiktor Banachewicz; and Alan R. Fersht,Hannes Neuweiler,December 21; 2010 ,Biophysics and Computational Biology,28
Video force microscopy reveals the mechanics of ventral furrow invagination in Drosophila,G. Wayne Brodland; Vito Conte; P. Graham Cranston; Jim Veldhuis; Sriram Narasimhan; M. Shane Hutson; Antonio Jacinto; Florian Ulrich; Buzz Baum; and Mark Miodownik,G. Wayne Brodland,December 21; 2010 ,Biophysics and Computational Biology,75
Mechanistic insights into cognate substrate discrimination during proofreading in translation,Tanweer Hussain; Venu Kamarthapu; Shobha P. Kruparani; Mandar V. Deshmukh; and Rajan Sankaranarayanan,Tanweer Hussain,December 21; 2010 ,Biophysics and Computational Biology,38
All-DNA finite-state automata with finite memory,Zhen-Gang Wang; Johann Elbaz; F. Remacle; R. D. Levine; and Itamar Willner,Zhen-Gang Wang,December 21; 2010 ,Biophysics and Computational Biology,73
Structural basis for effectiveness of siderophore-conjugated monocarbams against clinically relevant strains of Pseudomonas aeruginosa,Seungil Han; Richard P. Zaniewski; Eric S. Marr; Brian M. Lacey; Andrew P. Tomaras; Artem Evdokimov; J. Richard Miller; and Veerabahu Shanmugasundaram,Seungil Han,December 21; 2010 ,Biophysics and Computational Biology,60
Anabaena sensory rhodopsin is a light-driven unidirectional rotor,Angela Strambi; Bo Durbeej; Nicolas Ferré; and Massimo Olivucci,Angela Strambi,December 14; 2010 ,Biophysics and Computational Biology,46
Structural basis for the synthesis of nucleobase modified DNA by Thermus aquaticus DNA polymerase,Samra Obeid; Anna Baccaro; Wolfram Welte; Kay Diederichs; and Andreas Marx,Samra Obeid,December 14; 2010 ,Biophysics and Computational Biology,40
Free energy profiles from single-molecule pulling experiments,Gerhard Hummer and Attila Szabo,Gerhard Hummer,December 14; 2010 ,Biophysics and Computational Biology,71
Effects of pH on aggregation kinetics of the repeat domain of a functional amyloid; Pmel17,Candace M. Pfefferkorn; Ryan P. McGlinchey; and Jennifer C. Lee,Candace M. Pfefferkorn,December 14; 2010 ,Biophysics and Computational Biology,40
Relaxation mechanisms of UV-photoexcited DNA and RNA nucleobases,Mario Barbatti; Adélia J. A. Aquino; Jaroslaw J. Szymczak; Dana Nachtigallová; Pavel Hobza; and Hans Lischka,Mario Barbatti,December 14; 2010 ,Biophysics and Computational Biology,214
Dry amyloid fibril assembly in a yeast prion peptide is mediated by long-lived structures containing water wires,Govardhan Reddy; John E. Straub; and D. Thirumalai,Govardhan Reddy,December 14; 2010 ,Biophysics and Computational Biology,50
Relationship between Ca2+-affinity and shielding of bulk water in the Ca2+-pump from molecular dynamics simulations,Yuji Sugita; Mitsunori Ikeguchi; and Chikashi Toyoshima,Yuji Sugita,December 14; 2010 ,Biophysics and Computational Biology,23
Interheme electron tunneling in cytochrome c oxidase,Ville R. I. Kaila; Mikael P. Johansson; Dage Sundholm; and Mårten Wikström,Ville R. I. Kaila,December 14; 2010 ,Biophysics and Computational Biology,15
Protein structure determination by exhaustive search of Protein Data Bank derived databases,Ian Stokes-Rees and Piotr Sliz,Ian Stokes-Rees,December 14; 2010 ,Biophysics and Computational Biology,27
Divalent counterion-induced condensation of triple-strand DNA,Xiangyun Qiu; V. Adrian Parsegian; and Donald C. Rau,Xiangyun Qiu,December 14; 2010 ,Biophysics and Computational Biology,38
Identification of differential translation in genome wide studies,Ola Larsson; Nahum Sonenberg; and Robert Nadon,Ola Larsson,December 14; 2010 ,Biophysics and Computational Biology,32
