,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
2409,2409,Amygdala damage eliminates monetary loss aversion,Benedetto De Martino; Colin F. Camerer; and Ralph Adolphs,Benedetto De Martino,February 23; 2010 ,Neuroscience,154.0,12,"(534, 7, 76.28571428571429)",2-s2.0-77649268119,23391752900.0,male,"{'male': 0.9981231093406677, 'female': 0.0018768906593322754}"
2410,2410,The role of SAP97 in synaptic glutamate receptor dynamics,MacKenzie A. Howard; Guillermo M. Elias; Laura A. B. Elias; Wojciech Swat; and Roger A. Nicoll,MacKenzie A. Howard,February 23; 2010 ,Neuroscience,62.0,5,"(0, 0, 0)",2-s2.0-77649261414,7402455283.0,unknown,"{'male': 0.9999992847442627, 'female': 7.152557373046875e-07}"
2411,2411,Disruption of LGI1–linked synaptic complex causes abnormal synaptic transmission and epilepsy,Yuko Fukata; Kathryn L. Lovero; Tsuyoshi Iwanaga; Atsushi Watanabe; Norihiko Yokoi; Katsuhiko Tabuchi; Ryuichi Shigemoto; Roger A. Nicoll; and Masaki Fukata,Yuko Fukata,February 23; 2010 ,Neuroscience,145.0,43,"(624, 9, 69.33333333333333)",2-s2.0-77649259534,7003667766.0,mostly_female,"{'male': 0.6710503697395325, 'female': 0.32894963026046753}"
2412,2412,ProNGF induces TNFα-dependent death of retinal ganglion cells through a p75NTR non-cell-autonomous signaling pathway,Frédéric Lebrun-Julien; Mathieu J. Bertrand; Olivier De Backer; David Stellwagen; Carlos R. Morales; Adriana Di Polo; and Philip A. Barker,Frédéric Lebrun-Julien,February 23; 2010 ,Neuroscience,71.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
2413,2413,Sustained delivery of thermostabilized chABC enhances axonal sprouting and functional recovery after spinal cord injury,Hyunjung Lee; Robert J. McKeon; and Ravi V. Bellamkonda,Hyunjung Lee,February 23; 2010 ,Neuroscience,145.0,1,"(0, 0, 0)",2-s2.0-77649241357,57192501728.0,unknown,"{'male': 0.9720104932785034, 'female': 0.027989506721496582}"
2414,2414,Functional organization of motor cortex of adult macaque monkeys is altered by sensory loss in infancy,Hui-Xin Qi; Neeraj Jain; Christine E. Collins; David C. Lyon; and Jon H. Kaas,Hui-Xin Qi,February 16; 2010 ,Neuroscience,13.0,22,"(235, 3, 78.33333333333333)",2-s2.0-77649267655,7202348722.0,andy,"{'male': 0.990730345249176, 'female': 0.009269654750823975}"
2415,2415,Lipid signaling in cytosolic phospholipase A2α–cyclooxygenase-2 cascade mediates cerebellar long-term depression and motor learning,Tung Dinh Le; Yoshinori Shirai; Takehito Okamoto; Tetsuya Tatsukawa; Soichi Nagao; Takao Shimizu; and Masao Ito,Tung Dinh Le,February 16; 2010 ,Neuroscience,30.0,-1,0,0,0.0,mostly_male,"{'male': 0.9999758005142212, 'female': 2.4199485778808594e-05}"
2416,2416,Apurinic/apyrimidinic endonuclease APE1 is required for PACAP-induced neuroprotection against global cerebral ischemia,R. Anne Stetler; Yanqin Gao; R. Suzanne Zukin; Peter S. Vosler; Lili Zhang; Feng Zhang; Guodong Cao; Michael V. L. Bennett; and Jun Chen,R. Anne Stetler,February 16; 2010 ,Neuroscience,47.0,32,"(236, 3, 78.66666666666667)",2-s2.0-77649251477,6701679278.0,unknown,"{'male': 0.9999996423721313, 'female': 3.5762786865234375e-07}"
2417,2417,Nasal chemosensory cells use bitter taste signaling to detect irritants and bacterial signals,Marco Tizzano; Brian D. Gulbransen; Aurelie Vandenbeuch; Tod R. Clapp; Jake P. Herman; Hiruy M. Sibhatu; Mair E. A. Churchill; Wayne L. Silver; Sue C. Kinnamon; and Thomas E. Finger,Marco Tizzano,February 16; 2010 ,Neuroscience,169.0,13,"(79, 2, 39.5)",2-s2.0-77649260272,6507889023.0,male,"{'male': 1.0, 'female': 0.0}"
2418,2418,Kappa opioid receptor contributes to EGF-stimulated neurite extension in development,Nien-Pei Tsai; Yao-Chen Tsui; John E. Pintar; Horace H. Loh; and Li-Na Wei,Nien-Pei Tsai,February 16; 2010 ,Neuroscience,16.0,21,"(306, 6, 51.0)",2-s2.0-77649247947,9742778700.0,unknown,"{'male': 1.0, 'female': 0.0}"
2419,2419,Mammalian Pumilio 2 regulates dendrite morphogenesis and synaptic function,John P. Vessey; Lucia Schoderboeck; Ewald Gingl; Ettore Luzi; Julia Riefler; Francesca Di Leva; Daniela Karra; Sabine Thomas; Michael A. Kiebler; and Paolo Macchi,John P. Vessey,February 16; 2010 ,Neuroscience,58.0,17,"(98, 3, 32.666666666666664)",2-s2.0-77649303128,14034798200.0,male,"{'male': 1.0, 'female': 0.0}"
2420,2420,Cross-frequency coupling supports multi-item working memory in the human hippocampus,Nikolai Axmacher; Melanie M. Henseler; Ole Jensen; Ilona Weinreich; Christian E. Elger; and Juergen Fell,Nikolai Axmacher,February 16; 2010 ,Neuroscience,307.0,30,"(1370, 18, 76.11111111111111)",2-s2.0-77649259491,12789219500.0,male,"{'male': 0.9999994039535522, 'female': 5.960464477539062e-07}"
2421,2421,A Drosophila model for TDP-43 proteinopathy,Yan Li; Payal Ray; Elizabeth J. Rao; Chen Shi; Weirui Guo; Xiaoping Chen; Elvin A. Woodruff III; Kazuo Fushimi; and Jane Y. Wu,Yan Li,February 16; 2010 ,Neuroscience,162.0,7,"(41, 1, 41.0)",2-s2.0-84922459192,36613930700.0,male,"{'male': 0.990239143371582, 'female': 0.009760856628417969}"
2422,2422,Aspartate racemase; generating neuronal D-aspartate; regulates adult neurogenesis,Paul M. Kim; Xin Duan; Alex S. Huang; Cindy Y. Liu; Guo-li Ming; Hongjun Song; and Solomon H. Snyder,Paul M. Kim,February 16; 2010 ,Neuroscience,76.0,8,"(0, 0, 0)",2-s2.0-77649248890,7402334660.0,male,"{'male': 1.0, 'female': 0.0}"
2423,2423,Enhancement of GABAA-current run-down in the hippocampus occurs at the first spontaneous seizure in a model of temporal lobe epilepsy,Manuela Mazzuferi; Eleonora Palma; Katiuscia Martinello; Francesca Maiolino; Cristina Roseti; Sergio Fucile; Paolo F. Fabene; Federica Schio; Michele Pellitteri; Guenther Sperk; Ricardo Miledi; Fabrizio Eusebi; and Michele Simonato,Manuela Mazzuferi,February 16; 2010 ,Neuroscience,31.0,-1,0,0,0.0,female,"{'male': 0.0013774997787550092, 'female': 0.998622500221245}"
2424,2424,DJ-1 protects the nigrostriatal axis from the neurotoxin MPTP by modulation of the AKT pathway,Hossein Aleyasin; Maxime W. C. Rousseaux; Paul C. Marcogliese; Sarah J. Hewitt; Isabella Irrcher; Alvin P. Joselin; Mohammad Parsanejad; Raymond H. Kim; Patrizia Rizzu; Steve M. Callaghan; Ruth S. Slack; Tak W. Mak; and David S. Park,Hossein Aleyasin,February 16; 2010 ,Neuroscience,92.0,18,"(0, 0, 0)",2-s2.0-77649266193,8950832600.0,male,"{'male': 1.0, 'female': 0.0}"
2425,2425,A role for FKBP52 in Tau protein function,Béatrice Chambraud; Elodie Sardin; Julien Giustiniani; Omar Dounane; Michael Schumacher; Michel Goedert; and Etienne-Emile Baulieu,Béatrice Chambraud,February 9; 2010 ,Neuroscience,71.0,16,"(0, 0, 0)",2-s2.0-77249177547,6603519095.0,female,"{'male': 8.721151971258223e-05, 'female': 0.9999127884802874}"
2426,2426,Genetic contribution to individual variation in binocular rivalry rate,Steven M. Miller; Narelle K. Hansell; Trung T. Ngo; Guang B. Liu; John D. Pettigrew; Nicholas G. Martin; and Margaret J. Wright,Steven M. Miller,February 9; 2010 ,Neuroscience,44.0,12,"(11, 1, 11.0)",2-s2.0-77249090738,7406287341.0,male,"{'male': 0.9999996423721313, 'female': 3.5762786865234375e-07}"
2427,2427,Nuclear factor-κB is a critical mediator of stress-impaired neurogenesis and depressive behavior,Ja Wook Koo; Scott J. Russo; Deveroux Ferguson; Eric J. Nestler; and Ronald S. Duman,Ja Wook Koo,February 9; 2010 ,Neuroscience,272.0,-1,0,0,0.0,mostly_female,"{'male': 0.11353094130754471, 'female': 0.8864690586924553}"
2428,2428,Prelimbic cortical BDNF is required for memory of learned fear but not extinction or innate fear,Dennis C. Choi; Kimberly A. Maguschak; Keqiang Ye; Sung-Wuk Jang; Karyn M. Myers; and Kerry J. Ressler,Dennis C. Choi,February 9; 2010 ,Neuroscience,109.0,20,"(200, 3, 66.66666666666667)",2-s2.0-77249140499,8777709000.0,male,"{'male': 1.0, 'female': 0.0}"
2429,2429,Breakdown in cortical effective connectivity during midazolam-induced loss of consciousness,Fabio Ferrarelli; Marcello Massimini; Simone Sarasso; Adenauer Casali; Brady A. Riedner; Giuditta Angelini; Giulio Tononi; and Robert A. Pearce,Fabio Ferrarelli,February 9; 2010 ,Neuroscience,204.0,28,"(396, 3, 132.0)",2-s2.0-77249083662,6507956735.0,male,"{'male': 1.0, 'female': 0.0}"
2430,2430,Plastic modifications induced by object recognition memory processing,Julia Rosauro Clarke; Martín Cammarota; Agnès Gruart; Iván Izquierdo; and José María Delgado-García,Julia Rosauro Clarke,February 9; 2010 ,Neuroscience,115.0,9,"(67, 3, 22.333333333333332)",2-s2.0-77249120593,23975823000.0,female,"{'male': 2.2464062567451037e-05, 'female': 0.9999775359374325}"
2431,2431,Impact of generalized brain arousal on sexual behavior,Zachary M. Weil; Qiuyu Zhang; Allison Hornung; David Blizard; and Donald W. Pfaff,Zachary M. Weil,February 2; 2010 ,Neuroscience,23.0,29,"(534, 11, 48.54545454545455)",2-s2.0-76649090982,10041911300.0,male,"{'male': 1.0, 'female': 0.0}"
2432,2432,Distinct forms of Gq-receptor-dependent plasticity of excitatory transmission in the BNST are differentially affected by stress,Zoé A. McElligott; Jason R. Klug; William P. Nobis; Sachin Patel; Brad A. Grueter; Thomas L. Kash; and Danny G. Winder,Zoé A. McElligott,February 2; 2010 ,Neuroscience,40.0,-1,0,0,0.0,female,"{'male': 0.9824398756027222, 'female': 0.017560124397277832}"
2433,2433,Basic mathematical rules are encoded by primate prefrontal cortex neurons,Sylvia Bongard and Andreas Nieder,Sylvia Bongard,February 2; 2010 ,Neuroscience,62.0,2,"(0, 0, 0)",2-s2.0-76649120573,36016174500.0,female,"{'male': 9.337916708318517e-06, 'female': 0.9999906620832917}"
2434,2434,Functional reciprocity between Na+ channel Nav1.6 and β1 subunits in the coordinated regulation of excitability and neurite outgrowth,William J. Brackenbury; Jeffrey D. Calhoun; Chunling Chen; Haruko Miyazaki; Nobuyuki Nukina; Fumitaka Oyama; Barbara Ranscht; and Lori L. Isom,William J. Brackenbury,February 2; 2010 ,Neuroscience,73.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
2435,2435,Cocaine effects on mouse incentive-learning and human addiction are linked to α2 subunit-containing GABAA receptors,Claire I. Dixon; Hannah V. Morris; Gerome Breen; Sylvane Desrivieres; Sarah Jugurnauth; Rebecca C. Steiner; Homero Vallada; Camila Guindalini; Ronaldo Laranjeira; Guilherme Messas; Thomas W. Rosahl; John R. Atack; Dianne R. Peden; Delia Belelli; Jeremy J. Lambert; Sarah L. King; Gunter Schumann; and David N. Stephens,Claire I. Dixon,February 2; 2010 ,Neuroscience,51.0,-1,0,0,0.0,female,"{'male': 0.00021328861475922167, 'female': 0.9997867113852408}"
2436,2436,Synthetic amyloid-β oligomers impair long-term memory independently of cellular prion protein,Claudia Balducci; Marten Beeg; Matteo Stravalaci; Antonio Bastone; Alessandra Sclip; Emiliano Biasini; Laura Tapella; Laura Colombo; Claudia Manzoni; Tiziana Borsello; Roberto Chiesa; Marco Gobbi; Mario Salmona; and Gianluigi Forloni,Claudia Balducci,February 2; 2010 ,Neuroscience,282.0,27,"(229, 4, 57.25)",2-s2.0-76649093635,6603842742.0,female,"{'male': 1.2952416028610969e-08, 'female': 0.999999987047584}"
2437,2437,Hemispheric differences in processing of vocalizations depend on early experience,Mimi L. Phan and David S. Vicario,Mimi L. Phan,February 2; 2010 ,Neuroscience,35.0,8,"(35, 1, 35.0)",2-s2.0-76649143107,7005502606.0,female,"{'male': 0.006257332861423492, 'female': 0.9937426671385765}"
2438,2438,Protein phosphatase PHLPP1 controls the light-induced resetting of the circadian clock,Satoru Masubuchi; Tianyan Gao; Audrey O'Neill; Kristin Eckel-Mahan; Alexandra C. Newton; and Paolo Sassone-Corsi,Satoru Masubuchi,January 26; 2010 ,Neuroscience,26.0,15,"(328, 3, 109.33333333333333)",2-s2.0-76549120525,7005365269.0,male,"{'male': 1.0, 'female': 0.0}"
2439,2439,Neurodynamics of mental exploration,John J. Hopfield,John J. Hopfield,January 26; 2010 ,Neuroscience,35.0,1,"(0, 0, 0)",2-s2.0-84874502805,57199825311.0,male,"{'male': 1.0, 'female': 0.0}"
2440,2440,Presynaptic m1 muscarinic receptors are necessary for mGluR long-term depression in the hippocampus,Ariel Kamsler; Thomas J. McHugh; David Gerber; Shu Ying Huang; and Susumu Tonegawa,Ariel Kamsler,January 26; 2010 ,Neuroscience,35.0,10,"(0, 0, 0)",2-s2.0-76549133246,6507264432.0,male,"{'male': 0.8921568393707275, 'female': 0.10784316062927246}"
2441,2441,Differential effects and rates of normal aging in cerebellum and hippocampus,Diana S. Woodruff-Pak; Michael R. Foy; Garnik G. Akopian; Ka Hung Lee; Jordan Zach; Kim Phuong Thi Nguyen; David M. Comalli; John A. Kennard; Alexis Agelan; and Richard F. Thompson,Diana S. Woodruff-Pak,January 26; 2010 ,Neuroscience,56.0,36,"(255, 5, 51.0)",2-s2.0-76549085435,7005626889.0,female,"{'male': 1.1098108188889455e-05, 'female': 0.9999889018918111}"
2442,2442,Alzheimer’s-related endosome dysfunction in Down syndrome is Aβ-independent but requires APP and is reversed by BACE-1 inhibition,Ying Jiang; Kerry A. Mullaney; Corrinne M. Peterhoff; Shaoli Che; Stephen D. Schmidt; Anne Boyer-Boiteau; Stephen D. Ginsberg; Anne M. Cataldo; Paul M. Mathews; and Ralph A. Nixon,Ying Jiang,January 26; 2010 ,Neuroscience,124.0,-1,0,0,0.0,andy,"{'male': 0.9710999727249146, 'female': 0.02890002727508545}"
2443,2443,Ubiquitin carboxyl-terminal hydrolase L1 is required for maintaining the structure and function of the neuromuscular junction,Fujun Chen; Yoshie Sugiura; Kalisa Galina Myers; Yun Liu; and Weichun Lin,Fujun Chen,January 26; 2010 ,Neuroscience,60.0,6,"(0, 0, 0)",2-s2.0-76549084350,55787314000.0,unknown,"{'male': 1.7869905377665418e-06, 'female': 0.9999982130094622}"
2444,2444,Quantification of artistic style through sparse coding analysis in the drawings of Pieter Bruegel the Elder,James M. Hughes; Daniel J. Graham; and Daniel N. Rockmore,James M. Hughes,January 26; 2010 ,Neuroscience,47.0,9,"(0, 0, 0)",2-s2.0-76549091055,55367134500.0,male,"{'male': 1.0, 'female': 0.0}"
2445,2445,Reducing the desire for cocaine with subthalamic nucleus deep brain stimulation,Tiphaine Rouaud; Sylvie Lardeux; Nicolas Panayotis; Dany Paleressompoulle; Martine Cador; and Christelle Baunez,Tiphaine Rouaud,January 19; 2010 ,Neuroscience,96.0,15,"(179, 6, 29.833333333333332)",2-s2.0-75749115179,16444570900.0,female,"{'male': 9.551769471727312e-05, 'female': 0.9999044823052827}"
2446,2446,NeuroD1 induces terminal neuronal differentiation in olfactory neurogenesis,Camille Boutin; Olaf Hardt; Antoine de Chevigny; Nathalie Coré; Sandra Goebbels; Ralph Seidenfaden; Andreas Bosio; and Harold Cremer,Camille Boutin,January 19; 2010 ,Neuroscience,61.0,9,"(115, 2, 57.5)",2-s2.0-75749084075,24340586700.0,mostly_female,"{'male': 2.0353847673959535e-07, 'female': 0.9999997964615233}"
2447,2447,Listening to tailor-made notched music reduces tinnitus loudness and tinnitus-related auditory cortex activity,Hidehiko Okamoto; Henning Stracke; Wolfgang Stoll; and Christo Pantev,Hidehiko Okamoto,January 19; 2010 ,Neuroscience,96.0,18,"(93, 5, 18.6)",2-s2.0-75749098141,9740224400.0,male,"{'male': 0.9993889331817627, 'female': 0.0006110668182373047}"
2448,2448,Neuregulin 1 regulates pyramidal neuron activity via ErbB4 in parvalbumin-positive interneurons,Lei Wen; Yi-Sheng Lu; Xin-Hong Zhu; Xiao-Ming Li; Ran-Sook Woo; Yong-Jun Chen; Dong-Min Yin; Cary Lai; Alvin V. Terry Jr.; Almira Vazdarjanova; Wen-Cheng Xiong; and Lin Mei,Lei Wen,January 19; 2010 ,Neuroscience,153.0,6,"(0, 0, 0)",2-s2.0-75749110218,36018080200.0,andy,"{'male': 0.040414173156023026, 'female': 0.959585826843977}"
2449,2449,Nucleus accumbens dopamine mediates amphetamine-induced impairment of social bonding in a monogamous rodent species,Yan Liu; Brandon J. Aragona; Kimberly A. Young; David M. Dietz; Mohamed Kabbaj; Michelle Mazei-Robison; Eric J. Nestler; and Zuoxin Wang,Yan Liu,January 19; 2010 ,Neuroscience,54.0,24,"(208, 3, 69.33333333333333)",2-s2.0-75749127875,56060554800.0,male,"{'male': 0.8121408820152283, 'female': 0.18785911798477173}"
2450,2450,Genetic control over the resting brain,D. C. Glahn; A. M. Winkler; P. Kochunov; L. Almasy; R. Duggirala; M. A. Carless; J. C. Curran; R. L. Olvera; A. R. Laird; S. M. Smith; C. F. Beckmann; P. T. Fox; and J. Blangero,D. C. Glahn,January 19; 2010 ,Neuroscience,207.0,68,"(4782, 29, 164.89655172413794)",2-s2.0-75749118564,6603114543.0,unknown,"{'male': 1.0, 'female': 0.0}"
2451,2451,Human thalamus contributes to perceptual stability across eye movements,Florian Ostendorf; Daniela Liebermann; and Christoph J. Ploner,Florian Ostendorf,January 19; 2010 ,Neuroscience,48.0,15,"(68, 4, 17.0)",2-s2.0-75749138576,6604017356.0,male,"{'male': 1.0, 'female': 0.0}"
2452,2452,Distinct nonuniform cable properties optimize rapid and efficient activation of fast-spiking GABAergic interneurons,Anja Nörenberg; Hua Hu; Imre Vida; Marlene Bartos; and Peter Jonas,Anja Nörenberg,January 12; 2010 ,Neuroscience,53.0,1,"(0, 0, 0)",2-s2.0-76249131700,36017251700.0,female,"{'male': 8.246983043136424e-07, 'female': 0.9999991753016957}"
2453,2453,Modulations in oscillatory activity with amplitude asymmetry can produce cognitively relevant event-related responses,Hanneke van Dijk; Jurrian van der Werf; Ali Mazaheri; W. Pieter Medendorp; and Ole Jensen,Hanneke van Dijk,January 12; 2010 ,Neuroscience,89.0,6,"(510, 2, 255.0)",2-s2.0-76249099149,23669666500.0,female,"{'male': 0.9998456239700317, 'female': 0.00015437602996826172}"
2454,2454,Dietary branched chain amino acids ameliorate injury-induced cognitive impairment,Jeffrey T. Cole; Christina M. Mitala; Suhali Kundu; Ajay Verma; Jaclynn A. Elkind; Itzhak Nissim; and Akiva S. Cohen,Jeffrey T. Cole,January 5; 2010 ,Neuroscience,55.0,7,"(0, 0, 0)",2-s2.0-76249122306,7403375953.0,male,"{'male': 1.0, 'female': 0.0}"
2455,2455,Sex-dependent association of common variants of microcephaly genes with brain structure,Lars M. Rimol; Ingrid Agartz; Srdjan Djurovic; Andrew A. Brown; J. Cooper Roddey; Anna K. Kähler; Morten Mattingsdal; Lavinia Athanasiu; Alexander H. Joyner; Nicholas J. Schork; Eric Halgren; Kjetil Sundet; Ingrid Melle; Anders M. Dale; and Ole A. Andreassen,Lars M. Rimol,January 5; 2010 ,Neuroscience,75.0,22,"(178, 4, 44.5)",2-s2.0-76249096218,6506487850.0,male,"{'male': 0.9996060729026794, 'female': 0.00039392709732055664}"
2456,2456,PINK1-dependent recruitment of Parkin to mitochondria in mitophagy,Cristofol Vives-Bauza; Chun Zhou; Yong Huang; Mei Cui; Rosa L.A. de Vries; Jiho Kim; Jessica May; Maja Aleksandra Tocilescu; Wencheng Liu; Han Seok Ko; Jordi Magrané; Darren J. Moore; Valina L. Dawson; Regis Grailhe; Ted M. Dawson; Chenjian Li; Kim Tieu; and Serge Przedborski,Cristofol Vives-Bauza,January 5; 2010 ,Neuroscience,737.0,16,"(236, 4, 59.0)",2-s2.0-75949098487,6603659615.0,unknown,"{'male': 0.9998775720596313, 'female': 0.00012242794036865234}"
2457,2457,Topography and physiology of ascending streams in the auditory tectothalamic pathway,Charles C. Lee and S. Murray Sherman,Charles C. Lee,January 5; 2010 ,Neuroscience,59.0,16,"(368, 7, 52.57142857142857)",2-s2.0-76249119191,55914000500.0,male,"{'male': 1.0, 'female': 0.0}"
2458,2458,VGLUT2 in dopamine neurons is required for psychostimulant-induced behavioral activation,Carolina Birgner; Karin Nordenankar; Martin Lundblad; José Alfredo Mendez; Casey Smith; Madeleine le Grevès; Dagmar Galter; Lars Olson; Anders Fredriksson; Louis-Eric Trudeau; Klas Kullander; and Åsa Wallén-Mackenzie,Carolina Birgner,January 5; 2010 ,Neuroscience,56.0,8,"(62, 4, 15.5)",2-s2.0-76249121183,15759341700.0,female,"{'male': 4.975263891537907e-06, 'female': 0.9999950247361085}"
2459,2459,Direct rod input to cone BCs and direct cone input to rod BCs challenge the traditional view of mammalian BC circuitry,Ji-Jie Pang; Fan Gao; Janis Lem; Debra E. Bramblett; David L. Paul; and Samuel M. Wu,Ji-Jie Pang,January 5; 2010 ,Neuroscience,41.0,16,"(29, 1, 29.0)",2-s2.0-76249120897,7201733971.0,unknown,"{'male': 0.9999918937683105, 'female': 8.106231689453125e-06}"
2460,2460,A backward progression of attentional effects in the ventral stream,Elizabeth A. Buffalo; Pascal Fries; Rogier Landman; Hualou Liang; and Robert Desimone,Elizabeth A. Buffalo,January 5; 2010 ,Neuroscience,132.0,24,"(130, 2, 65.0)",2-s2.0-76249101904,6603547332.0,female,"{'male': 1.3041080437758978e-09, 'female': 0.999999998695892}"
2461,2461,Recognition memory signals in the macaque hippocampus,Michael J. Jutras and Elizabeth A. Buffalo,Michael J. Jutras,January 5; 2010 ,Neuroscience,36.0,10,"(102, 1, 102.0)",2-s2.0-76249124342,8654238700.0,male,"{'male': 1.0, 'female': 0.0}"
2462,2462,Prestimulus functional connectivity determines pain perception in humans,Markus Ploner; Michael C. Lee; Katja Wiech; Ulrike Bingel; and Irene Tracey,Markus Ploner,January 5; 2010 ,Neuroscience,146.0,25,"(419, 5, 83.8)",2-s2.0-76249100289,7003502481.0,male,"{'male': 0.9999997615814209, 'female': 2.384185791015625e-07}"
2463,2463,TRPM1 is a component of the retinal ON bipolar cell transduction channel in the mGluR6 cascade,Chieko Koike; Takehisa Obara; Yoshitsugu Uriu; Tomohiro Numata; Rikako Sanuki; Kentarou Miyata; Toshiyuki Koyasu; Shinji Ueno; Kazuo Funabiki; Akiko Tani; Hiroshi Ueda; Mineo Kondo; Yasuo Mori; Masao Tachibana; and Takahisa Furukawa,Chieko Koike,January 5; 2010 ,Neuroscience,165.0,21,"(0, 1, 0.0)",2-s2.0-76249100557,7005002212.0,female,"{'male': 2.8237012884346768e-05, 'female': 0.9999717629871157}"
2464,2464,A demonstration that the hippocampus supports both recollection and familiarity,C. Brock Kirwan; John T. Wixted; and Larry R. Squire,C. Brock Kirwan,January 5; 2010 ,Neuroscience,28.0,16,"(847, 6, 141.16666666666666)",2-s2.0-76249121184,6508279742.0,unknown,"{'male': 0.9999762773513794, 'female': 2.372264862060547e-05}"
2465,2465,Delayed wave of c-Fos expression in the dorsal hippocampus involved specifically in persistence of long-term memory storage,Cynthia Katche; Pedro Bekinschtein; Leandro Slipczuk; Andrea Goldin; Ivan A. Izquierdo; Martin Cammarota; and Jorge H. Medina,Cynthia Katche,January 5; 2010 ,Neuroscience,60.0,10,"(480, 2, 240.0)",2-s2.0-76249087713,15755675200.0,female,"{'male': 3.284637983824723e-08, 'female': 0.9999999671536202}"
2466,2466,A nonsynaptic mechanism underlying interictal discharges in human epileptic neocortex,Anita K. Roopun; Jennifer D. Simonotto; Michelle L. Pierce; Alistair Jenkins; Claire Nicholson; Ian S. Schofield; Roger G. Whittaker; Marcus Kaiser; Miles A. Whittington; Roger D. Traub; and Mark O. Cunningham,Anita K. Roopun,January 5; 2010 ,Neuroscience,54.0,13,"(411, 6, 68.5)",2-s2.0-76249091038,8261373500.0,female,"{'male': 4.986632120562717e-07, 'female': 0.9999995013367879}"
2467,2467,Arabidopsis BRCA2 and RAD51 proteins are specifically involved in defense gene transcription during plant immune responses,Shui Wang; Wendy E. Durrant; Junqi Song; Natalie W. Spivey; and Xinnian Dong,Shui Wang,December 28; 2010 ,Plant Biology,46.0,10,"(55, 1, 55.0)",2-s2.0-78651097274,56470987500.0,unknown,"{'male': 0.0026495277415961027, 'female': 0.9973504722584039}"
2468,2468,Hydraulic trade-offs and space filling enable better predictions of vascular structure and function in plants,V. M. Savage; L. P. Bentley; B. J. Enquist; J. S. Sperry; D. D. Smith; P. B. Reich; and E. I. von Allmen,V. M. Savage,December 28; 2010 ,Plant Biology,91.0,33,"(151, 2, 75.5)",2-s2.0-78651085708,7003551258.0,unknown,"{'male': 0.9994161128997803, 'female': 0.0005838871002197266}"
2469,2469,ATP-binding cassette-like transporters are involved in the transport of lignin precursors across plasma and vacuolar membranes,Yu-Chen Miao and Chang-Jun Liu,Yu-Chen Miao,December 28; 2010 ,Plant Biology,80.0,11,"(0, 0, 0)",2-s2.0-78651103068,15062978900.0,andy,"{'male': 0.2595670223236084, 'female': 0.7404329776763916}"
2470,2470,Spatio-temporal sequence of cross-regulatory events in root meristem growth,Emanuele Scacchi; Paula Salinas; Bojan Gujas; Luca Santuari; Naden Krogan; Laura Ragni; Thomas Berleth; and Christian S. Hardtke,Emanuele Scacchi,December 28; 2010 ,Plant Biology,70.0,6,"(45, 1, 45.0)",2-s2.0-78651064586,16199991100.0,male,"{'male': 0.9999611377716064, 'female': 3.886222839355469e-05}"
2471,2471,Auxin transport through PIN-FORMED 3 (PIN3) controls shade avoidance and fitness during competition,Diederik H. Keuskamp; Stephan Pollmann; Laurentius A. C. J. Voesenek; Anton J. M. Peeters; and Ronald Pierik,Diederik H. Keuskamp,December 28; 2010 ,Plant Biology,119.0,8,"(95, 2, 47.5)",2-s2.0-78651258678,55934026500.0,male,"{'male': 1.0, 'female': 0.0}"
2472,2472,ANK6; a mitochondrial ankyrin repeat protein; is required for male-female gamete recognition in Arabidopsis thaliana,Feng Yu; Jia Shi; Jiye Zhou; Jianing Gu; Qihui Chen; Jian Li; Wei Cheng; Dandan Mao; Lianfu Tian; Bob B. Buchanan; Legong Li; Liangbi Chen; Dongping Li; and Sheng Luan,Feng Yu,December 21; 2010 ,Plant Biology,23.0,8,"(0, 0, 0)",2-s2.0-78650659141,57190072644.0,andy,"{'male': 0.9993976354598999, 'female': 0.0006023645401000977}"
2473,2473,Mutation of WRKY transcription factors initiates pith secondary wall formation and increases stem biomass in dicotyledonous plants,Huanzhong Wang; Utku Avci; Jin Nakashima; Michael G. Hahn; Fang Chen; and Richard A. Dixon,Huanzhong Wang,December 21; 2010 ,Plant Biology,122.0,11,"(74, 2, 37.0)",2-s2.0-78650651121,56660774400.0,unknown,"{'male': 0.629439651966095, 'female': 0.37056034803390503}"
2474,2474,Gravity-induced PIN transcytosis for polarization of auxin fluxes in gravity-sensing root cells,Jürgen Kleine-Vehn; Zhaojun Ding; Angharad R. Jones; Masao Tasaka; Miyo T. Morita; and Jiří Friml,Jürgen Kleine-Vehn,December 21; 2010 ,Plant Biology,124.0,34,"(565, 4, 141.25)",2-s2.0-78650630498,8971176700.0,male,"{'male': 0.9999998807907104, 'female': 1.1920928955078125e-07}"
2475,2475,The gametic central cell of Arabidopsis determines the lifespan of adjacent accessory cells,Christina Kägi; Nadine Baumann; Nicola Nielsen; York-Dieter Stierhof; and Rita Groß-Hardt,Christina Kägi,December 21; 2010 ,Plant Biology,34.0,5,"(70, 1, 70.0)",2-s2.0-78650634562,22950502000.0,female,"{'male': 0.0002839808294083923, 'female': 0.9997160191705916}"
